install_datetime,player_id,platform,country,screen_size,system_memory
01:15.0,5AA000ADF6EF714E7736CEFBBC4E63B6,ios,US,6.46520853,3758
29:51.5,481CFEE7F36216B56ED7FAD0A24991E7,android,US,6.341049194,3606
49:13.1,559E7DD98A5FA74012C6DF4630DC98F3,ios,US,6.06359005,3662
31:05.8,1371B13524C3C5B99D9AFEA82C2A7A1C,android,US,5.878011703,5579
34:00.0,F831848F7BB1A96D0156B6E6AD834C65,ios,US,6.06359005,3671
18:34.1,A523FFA0073743414E7EF51445B96EB8,ios,AU,10.22727299,2939
46:29.7,B46824131516556E1D7EF6E198CBAAC5,ios,US,5.493534088,2973
58:02.9,9D831FF510E883B2AA5A58AEE3C26D23,android,US,5.813864231,7458
05:05.7,814DE59CC621562740CD566D792238BC,ios,US,5.410487652,3660
32:29.0,E09E3200AB9759525471BADC549DDDC5,ios,GB,6.065564156,3647
11:58.9,CA6AEC4D246259702F1E262450320250,android,AU,5.210805893,3738
11:57.8,1CE574D554F6484934819F576BF96B10,android,US,5.81607008,7770
31:49.8,4D6DF42340700776B5015E1FAF90CA6C,ios,US,8.282208443,2998
04:29.3,2C4F2993662902BEA829795C5FD4DBFF,android,AU,5.961650372,2790
20:50.3,B429E66557456FF3A25081D97A24F6C7,android,US,5.143260002,3581
07:24.9,865DCA76568E1DBF33B7EBB5D03634C5,ios,US,8.555986404,5645
25:45.6,FCD62DDECE07B2D9D714411CEDA8EF57,ios,US,5.493534088,3000
47:44.9,217EFD4CB27D7857CBA0E4F2A4638ED5,ios,US,4.694409847,2959
17:16.9,B5DA6045A51797DA41DAEF24C1F20015,android,US,5.829885483,2790
32:54.2,C46E2F67D19E6C95F07FB9573F1D4317,android,US,5.106759548,2821
58:01.8,9477CA708B6DC0C127B732800D1F9EC5,android,US,6.325219154,3468
51:00.1,D291BB1D63567F383A08216E7E587058,ios,CA,6.054062366,2838
47:50.1,E2D1FCA7861C1FBBB44A68EC7B1DAC0E,ios,CA,5.410487652,3717
00:08.1,083D7CA3A0EBE22756637EF67CF0B813,android,US,6.045558453,2786
29:44.4,E5420A45B3801B0DAED5513B23433E1E,ios,GB,6.054062366,2838
40:18.9,8E2D5D143881723EA082F05DE2FED7A0,ios,CA,6.06359005,3647
27:56.5,9C1CFED53B2A662D5DA693F2863B33FD,android,US,5.797510624,7547
55:29.6,0AD7DD1D74CE2459C2D54C57D341351E,android,US,5.559791565,7461
08:30.0,BB06DF416773A384BB247C5DF7A6D3F2,android,US,5.414621353,3707
57:58.1,01B92682BE28A8AFE2ADC10F1147F4B1,ios,CA,6.054062366,3851
06:41.0,4FDD7C92CE636749AB318218C911F00F,ios,US,6.055348396,2838
51:46.4,8297BB597CEFC85291E6426DAFEF3991,ios,GB,6.055348396,3851
45:56.5,589709B5367C57F5860A8258807F84F1,ios,US,6.055348396,3858
31:16.2,291C971059BBE832AEDD3E7ACB2630CD,ios,US,4.694409847,1974
18:35.8,A0CCCD2CF4598B155D3AB90BA105F99C,ios,US,6.055348396,3851
18:38.5,0068585C18D083C35BEF7F07C3DBBDD2,ios,US,6.054062366,3851
59:46.3,4D26348D5DF571529E001B1906BA0404,ios,US,6.06359005,3647
13:34.7,256E38BD43BF4666BC3B93176F8295C6,ios,GB,6.055348396,2838
29:53.4,BBE5B0A87C8D8B3CC04424FF71CB6ECF,android,US,6.289320946,2851
03:33.2,A762AC059E05C57584C4EDB96BF05126,ios,GB,5.410487652,3684
35:25.8,0B633AC15AD265247093AC94A3470FA7,ios,US,5.410487652,3684
46:51.3,2D58150A0E00CA0D26B2E603ECBD1C7B,android,US,5.33137989,7363
02:03.0,D184E5E7C902692B27586E996A67317A,android,US,6.175147533,2794
47:31.3,01F64DC30791FDE8314E4E179CD79A23,android,US,6.095883846,3670
13:14.7,45B43C5FA0B15AAC0198AC59603F3B47,ios,US,8.282208443,2998
32:00.9,9CF7AC06BB2904826E1D90FB60D7774F,ios,US,10.530303,2905
56:11.9,BD68435B117A340373CB7FAB7C717F00,ios,US,4.694409847,2009
43:10.4,5C1AEB40D466B458494E77900B6D4D33,ios,US,6.054062366,3851
53:08.2,F33D99AB35FA14683D238356DDC03514,android,US,6.175147533,2794
21:24.1,12273BB8A0E5AA305F934880282E9913,android,GB,5.055391312,7419
32:22.2,153BC10E374EE1B1F56C60D4B848CB7F,android,AU,5.770760059,5582
26:34.7,85A64AB7B597547B67E5F3F027DE4CC2,android,US,5.559791565,7457
30:36.5,A84DD74D3387E6A1AD62ACB5D57263D0,ios,US,6.055348396,3849
29:51.9,58AC138AF9199298AB80782415DA568A,ios,US,6.06359005,5703
46:01.2,888E485CB7892B1E8D11FB22255E29C9,android,US,6.090847015,2786
09:51.6,B50FAC2EEAAABED027578E223D350EDC,ios,CA,10.88591766,3873
39:29.0,13D86E6A60FA5B178A9AFCE415885B14,android,US,5.822259426,7582
53:00.4,A54D9AFC8A98A2329A49B7672C37D2B3,ios,US,10.22727299,2960
17:06.9,21024ECFD09521285662FE51E92B59B2,ios,GB,6.06359005,3671
29:25.4,026405DE6A1A85B9C75AEA255BD446EF,ios,US,6.46520853,3750
29:37.2,7654391CB6FA7943601D28A884525799,ios,US,6.055348396,3849
37:37.5,185B9E68279877703F4720C3DA425CF3,ios,US,4.694409847,3880
08:15.7,25920FBF572BB8EBF0C9D1D328E28B29,android,CA,5.25594902,3721
53:35.0,F51A67CA864B2A485C5D9B82E187BCA1,ios,AU,10.88591766,3873
11:11.4,A4AF3A124D2917A73BC391B3262E04E0,android,AU,5.046065807,7419
01:39.5,7955851A7C650B073876DFF04FA28873,ios,GB,6.055348396,3851
49:30.3,E9AADDDCBDDBA1EEF1ACE85171E7DB39,ios,US,6.682057381,5668
00:48.8,DE1A39E5B47243D025DE4D9C2577EC43,ios,US,10.22727299,2941
47:08.8,68F7596548F9E24D9724BE226858ABD9,ios,US,8.282208443,2998
59:27.5,614070EB8C8CED177FF53F66E863722A,android,AU,5.301178932,3815
36:25.7,A356D819388BDB8D7E2F24FFE391806E,android,US,5.788253307,3663
34:16.8,B6F565D03F92C3E7F3D414AE20E681C2,ios,CA,11.03357029,7531
50:06.3,B6F2E03351B92CB2FB3006B99EE4D63D,ios,GB,6.06359005,5694
54:14.4,2746B8D24460A22009C30357AE8B2CAF,ios,US,6.055348396,3851
10:35.2,E3AE0AA14A14F542276CB1EB8C9F8646,ios,AU,5.493534088,2999
21:19.2,457B1FE625E24DEFF43ADB0D8F940336,android,US,5.692717075,3644
54:11.2,C2121C7720258BC1D11FC3AB93F89A51,ios,CA,10.22727299,2939
10:54.1,3A8E03C44EDBF3EB858AF89F2FA6B493,android,US,5.382470131,7461
27:08.4,D591EE878D40689071D844DC69832C41,ios,US,10.88591766,3825
06:04.8,F7A4320A111B08845502923A74E8A7DA,ios,US,6.06359005,5652
27:28.8,F3A4FD9BEEE2B62E3131D6A79CC433AB,ios,GB,6.065564156,3647
12:40.7,4206CB5572A7599BCD6C88F533177C42,android,CA,5.958070755,3570
24:24.3,7193642880D3D669D2FC26250176E436,ios,US,6.054062366,3849
01:48.5,2A0BE815E9F0883AFEA9C9A1DED543E7,ios,GB,8.555986404,5695
47:58.1,1206332E4B40A887F75572602779851A,ios,US,6.06359005,5703
34:12.3,6B11CF820D337BE2280EA816F46313AB,ios,GB,6.06359005,3671
58:41.1,E32C7743F97094DBFF937F064CE63AEB,ios,US,6.682057381,5626
53:54.4,03BCA9713286DC39C31D68A3148BDC0C,ios,US,6.682057381,5626
11:31.1,9E4CB7EDFE7B83C2542DCF72A2690D43,ios,CA,6.055348396,3849
33:24.7,DB30CB999BA44AF14C70D6AA9155BA64,android,US,9.433980942,2476
08:47.8,767EEC4365B8B29BBD1082052E465D79,android,US,6.103800297,10312
16:27.5,D9FA4F82552F0D9E741E2DC0C92E041D,ios,GB,10.88591766,3873
18:50.6,F7763682DB5DE31FDE80737798AABBFF,ios,US,6.055348396,3851
57:36.5,5D06785B1DF2289876622C3AF5B5B5B1,ios,US,6.06359005,3647
00:28.1,3AC9575524244A01BBBAB1D48E33CCB7,ios,GB,10.88591766,7649
10:55.8,1222848D3CDA5B0E556221490EDF2115,ios,US,9.696969986,1981
30:07.6,BB053F3C2496C87ACABCF6EABD6D4E56,ios,CA,8.282208443,2997
19:30.2,94163F6D7969A6917A7616CB22BBEAA1,android,US,5.711999893,2778
28:42.1,A588EE1B39ACE751019EEA60FAEDC5F3,android,US,5.316274643,5628
21:48.6,C966010A5BEF0EF078CF9463A53D5BAF,android,US,9.433980942,1864
28:53.9,B4F7806674CFE0BB3A09189094A39980,ios,US,10.22727299,2939
02:02.9,0363953D7C4BBFA9CC2E89D7AEBD7205,android,US,5.926231384,11520
37:03.7,41F98746A5EE0CE2590E864CFA7BBD8A,ios,AU,9.696969986,1980
58:26.5,22A32935E1538375E0C55361FA75559E,ios,CA,6.06359005,3671
09:46.1,AFF9892247687AEF82D2E73F32D113F0,ios,AU,6.055348396,3851
08:34.2,E6C2858F2D52FA41A120E1A7CCA47C1F,ios,AU,6.46520853,3750
02:35.8,08118E7553AF384064CE0D8E24D736A5,android,US,5.96487236,3724
24:03.1,C993C4806A97D7B2DC11DF8A4D2A09CC,ios,AU,6.055348396,3851
17:17.7,D263E131D0E26BCAD4A7B54808606DBB,android,US,5.824543476,11436
59:32.3,C714FF1D770BF36A292366A80B406E31,ios,US,5.858579636,3770
19:30.4,708CA606075304D5372DC09425504DAB,android,US,5.216444016,7228
20:13.3,F9523926EC2DED61A2EDD22A39393AB9,ios,GB,8.282208443,2998
55:25.2,A4C0764BA134AF39648AB5FDF7C30E11,ios,US,10.88591766,7629
11:40.9,7EDC699A6252C06DFCC1C0FDE99E3052,ios,US,8.555986404,5695
14:30.2,CBA5AAD0B968D5FF404E690355364299,ios,GB,10.22727299,2939
20:40.0,9323601F4D0621E033981DCFC6DDAA2A,ios,US,8.282208443,2997
45:31.1,1C353B417AA7A64B337734FBE9F91142,ios,US,5.410487652,3675
16:22.6,18B2C9EF37A661549CCBF30E096645DC,ios,US,6.054062366,3851
24:48.2,E1F889606D56452F5CC154D90E367149,ios,US,6.065564156,3671
21:53.5,B80A37529001FF31ED1A35861A702EEE,ios,US,12.93333435,7486
33:52.9,F40132D9A7D8C186F3CFF0133C32DBCA,ios,US,5.410487652,3684
04:26.6,E66A5E535C09CDB2E692ACD154D8A074,ios,US,8.282208443,2997
32:27.6,82D09370BF91C8888801AE6810133AA8,ios,US,6.055348396,3851
01:22.3,DE9F23CC695E3DB2076980F933928E1F,android,GB,5.26159811,11512
12:24.6,D9772BBA0ABC9479458FC786D5B01E61,android,US,6.090847015,2786
21:56.6,51EAB3C8B034C1847B0DDB22846483DA,ios,US,6.682057381,5626
37:25.8,C0949BEDD3048D12F9D1A36D15E82D0B,ios,US,10.22727299,2960
02:58.2,28ECF3CCE8A2ABB9C8DBE123A132906B,ios,GB,3.999623775,2013
57:11.1,E6216057674C11B04C16F2DFA9D95E3A,android,CA,6.075742722,5425
03:59.5,FD017443CB00A8859B454B1D03EC27AA,ios,GB,6.06359005,3662
01:20.1,848B4F23A81916F503BC662A000FC91D,ios,CA,4.694409847,2009
58:15.6,90664754109A8EC8A3D0E680D0E5029A,ios,US,4.694409847,2956
49:29.3,57F53A176D50006DC2CF19FBD385A184,ios,US,9.387676239,5669
23:29.5,C9A690BACC4B47C02BFB27BF2734BFAB,android,US,4.589390278,5832
43:51.4,554A421546230CBE0253AE17D5B49885,ios,US,6.686021805,5676
40:34.8,C5035DB84D9BF181A51721C11A6F6276,android,US,5.09834528,2828
42:34.2,501BC1A774942554891CEDA22F71FA14,android,US,6.40360117,3714
20:05.5,D31D1F9759CD13D143B001AC74080011,android,US,6.084372997,2822
15:15.8,5196348E60464A93890086365E431B22,ios,US,6.055348396,3851
58:43.0,546F8E06E22D4C00EFE53BC7D5962FEB,android,CA,5.216444016,7223
52:19.5,B43C22C874947743CEF0A2B9CD9369D4,android,US,5.749889374,1860
41:30.1,DED9316E265B3016CE90E8E1F977D9A8,android,US,5.878011703,5579
25:07.5,13D1E57F2B9B3B65D94360CA38482523,ios,GB,6.055348396,3851
20:26.8,B904C83D5F51217B9FE8F215444B33AA,android,GB,5.711999893,3703
31:46.8,5C3F45756C8FAE26AA1144A15BAD01E4,ios,GB,10.22727299,2954
19:41.6,8A0B9E80CF2B008683A3BEB71D6E3F73,ios,US,6.06359005,3647
43:50.8,B7B3862CDA3CC223FBD2A3B9A24A97F7,ios,GB,6.055348396,3849
39:33.7,E21BA72CBF759687EB78BE8AD3A2EA03,android,US,5.711999893,2778
02:05.1,6AF72A4009CFAE2DA5096789DE14218C,ios,US,6.682057381,5626
23:09.9,B3C0DDE0EE5135FCE8D7B13E201DA259,android,US,6.090847015,2786
36:04.1,6E217396CB76411B13511B215818ED4E,android,US,6.341049194,3606
16:56.7,26DB5411635217851A0269171C609B25,ios,GB,6.06359005,3662
47:04.2,5A8E974A9D24C39461CE2BDF7092179F,android,US,5.958070755,3604
11:00.3,49A40FFB2B41C72F5114EC94F9DE1994,android,GB,5.143260002,3581
14:57.9,33C92A1C564C89C1918E65A243B9F8C4,ios,US,10.22727299,2941
44:41.4,985F900B3D691D21D89212D6F7640BD6,ios,GB,4.694409847,2956
12:18.7,96EE52341672839A9F1C879BB53343AC,ios,US,6.06359005,3671
47:53.5,658A5D9EAB1FD27388C26ABBD246FBF3,ios,US,6.055348396,2838
31:40.0,6CE71C64B34139138D448AED221E4654,ios,US,10.88591766,3873
53:20.4,E71F5B2067A5A8A03C245F13BFB04A29,ios,US,6.682057381,5626
19:51.0,43AC6DB067433249B2CDF17DB5B86E8F,ios,CA,9.696969986,1988
40:46.0,4865741E3192777BC8CBE8E5DCEF3DA4,ios,CA,6.06359005,3671
17:17.2,8A836EE4743FD830E679E71D507C7AA1,ios,US,6.055348396,3851
58:30.5,03F12BC845FD83E990DDDD6D131FE598,ios,US,6.06359005,3671
18:23.1,3038A48941108022059F6CC2B7C2189C,android,AU,5.770760059,5582
51:24.5,5325CD78DADE2825FD42E08E8D52C120,android,US,5.686805248,7363
40:22.0,C6BEFA22F2DBF508FB6AB004D4760EB5,ios,AU,12.93333435,7486
39:28.9,A137052FDDDB8966B28E5C8280CC935E,android,CA,4.472136021,3723
45:35.1,3259DB85EF507DCC3FB32230619E3515,android,GB,5.528146267,7295
20:55.0,54D6613B2D4AC3F402338C3CFFA61634,ios,US,12.93333435,3750
41:16.0,82AB65D526291EF5CDDF76F8B0C7A323,android,AU,5.777590275,7419
24:13.8,90D834B7E860A6CB3800E9EA2476D34D,ios,US,3.999623775,2013
51:05.8,0FFAA8AC5723B1B68FE3165DD40A976A,ios,GB,5.858579636,3778
58:27.9,8F5AFAF9110E71BEF046AEDC798E4CFC,ios,US,5.493534088,2998
58:25.1,FBD9FBCC9275D49CDADEE8C23AAA66B5,ios,US,4.694409847,2959
59:38.9,6A297C075B8B7240D54AD4A0081F7216,android,US,4.878693581,1895
55:19.3,FAF5A57DC1C217E9952709B02B843203,ios,US,8.555986404,5695
11:26.4,0F5ACDD09ED3BCDAC41DDD166EFC87D1,ios,US,10.22727299,2952
29:36.6,C2D986942083775DC6F896D4F17A63F5,ios,US,10.88591766,7629
21:27.8,9583CAD1458E0B25A0A3DAB35ECC0A75,android,US,5.824543476,11436
29:27.0,DB841DC2C26226E2723EE3F83EB298ED,ios,US,8.555986404,5695
03:06.5,5DAF737B290ABB68FE96001FD14E1A26,ios,US,5.410487652,3684
43:45.5,81E8631386ABB563FEDF2B28BA650A36,ios,US,6.682057381,5676
08:56.4,8A2D5FF29F84CC1CD06B33D2E7D373BA,ios,US,6.06359005,3647
26:16.2,589AD4311C6CA9B12D873A0614F8D3B4,android,US,6.220641136,3687
47:33.2,D1EC4A6B09F161B10552F71B95E24F27,ios,AU,8.282208443,2997
10:37.8,B1BA119403ED9CB547372DCF8BB036E5,ios,GB,12.93333435,5663
10:45.4,3C90F32D486CAB4AA464E9039298D604,ios,US,6.06359005,3662
50:30.0,3ACCAD399A3465889FD76ABB9CFFDA1A,ios,US,6.06359005,3671
11:34.9,1EABA0AE4D371453705460B12B4BDF64,android,US,4.57178688,5579
16:02.9,B6F6E0D448B9AC02DA64F09CAC46A700,ios,US,4.694409847,3889
53:52.1,B70ED92898E1969845D933F2CFD9E411,ios,GB,9.696969986,1988
51:41.1,216BAB5C90045DEA17611A0369209044,android,CA,5.824543476,11436
54:22.1,A681B73CD0C128BE14A15347918BD6F0,ios,GB,6.055348396,3849
54:43.2,D74C042B26AD3E174A32077A742F0A7E,android,CA,5.070322037,1819
27:59.7,4308865048935BA3A428F65FB3D5FA5F,ios,CA,6.055348396,3851
49:48.3,9E380068132C9A77B5099DF14BD747F4,ios,US,7.852760792,1988
57:45.4,E2A3A13C4F05081CB546DE07C45080C2,ios,US,10.22727299,2939
23:25.1,F6C9E22DFD4A4F5F9EAB416601C0CFBA,android,AU,5.71805048,5687
08:07.0,372746F2EB68EA6CE2972FF0B3D1D867,ios,US,6.055348396,3849
02:10.5,CC3D8FB8FC327BE355D309ADD8EF86FF,android,US,5.340825558,14298
02:54.4,B5A35171C4EEF7F2C63B46A50473A1D8,android,US,6.09300518,7362
41:38.6,8B7B146147EC4092E52DD2A14673B03E,ios,AU,6.06359005,3647
15:44.5,9E1DD3687C24ED0A29AF27FF71A3043E,ios,GB,6.46520853,3758
41:00.9,0D6B1B65ECC3793C9984668AE97D6E36,android,US,5.711999893,2734
14:40.5,3BC445E5484A3C6A83ACB78C3E26BAF5,ios,US,8.282208443,2997
22:30.6,431DB11889F826BF18157FAE20AD78D9,android,US,4.589389801,3918
26:36.8,64C006F1311DD190B00F4FF4F7B38F01,ios,GB,6.055348396,3851
19:42.2,3FDD793691926D003818F9027D61D78D,ios,US,10.22727299,2939
35:43.5,186D85C0BEB0975AD64950063A27EA5D,ios,US,4.694409847,2956
04:08.2,6240BCA5423BF6F738451067A629A64E,android,US,6.075742722,5627
12:24.5,CA083C2CFBBA2CCD61A67E2D7D115AD2,ios,US,9.696969986,1988
09:06.8,76B1EEC722021F42FB053DD1A2819E4B,android,US,6.119999886,1811
26:51.1,0EA817CF12FE9B4D2D56F633DB793221,android,US,5.700920582,5635
16:10.8,C8257AAF92708095C29C802CAF06F07E,ios,US,6.055348396,2838
05:14.3,B2D04B35991D8AAE560B414F2856255E,ios,US,9.387676239,5669
59:46.6,BA8E806E01C491C43F1B2AB7BBC6C845,ios,CA,6.682057381,5626
59:58.5,74AE0CED511696862A2632F6F57420A1,ios,US,6.06359005,3647
48:52.1,74DB188AE1A0FC7CF5B9AD8228CCED63,android,US,5.25594902,5793
10:48.5,DBCEA31636D9765480935A1BC606B53F,ios,US,4.694409847,2000
21:30.0,570A610ECA9A631911F221DE6FE2F626,ios,US,4.694409847,2956
30:58.8,91C13470B4E2F3004701F4603DB560F7,ios,CA,6.055348396,3849
02:03.2,44A5E187FF8AD55FD107F72CC1625A47,ios,GB,10.22727299,2951
31:44.4,6ED23DD68C656F54A3FD3634B1D538B6,android,GB,5.143260002,3610
07:13.5,CC43820074C061D4D50259904D3606C9,ios,GB,6.055348396,3851
07:06.7,6C7839A761B00BCFC1368C50241997C2,android,US,5.183262348,5366
33:01.0,0742E025E7F4EA8EDAE3EEFA3793B6BA,ios,US,6.06359005,3647
38:21.9,FC56712E2077A7C270059DB4CEB28824,ios,US,10.22727299,2939
56:48.9,9EE1336C507218780A8B85F8D4417066,ios,CA,8.282208443,2997
25:31.2,23BD499D48A2A03475DCEC84AC804828,ios,US,6.065564156,3671
22:45.0,F64ED56D7B471DC4FC56C20A395C3A1F,ios,US,10.22727299,2939
43:21.1,1CE4AEEC0AE2F8C6531087FE3EA8E86C,ios,US,6.682057381,5626
10:21.0,9FB3A86C094431A94236ACE2B3E9EA12,ios,US,6.065564156,3662
14:01.3,7EC441DDAD320CC6072C75B2502249B1,ios,GB,4.694409847,2959
36:52.6,88F36F4A4BB9A0706ED3BDAC1811D78B,ios,US,7.852760792,2923
05:04.9,2D5781F0A2DFC6EAE473D544BE786BE4,android,US,5.651738167,3750
48:29.1,5FEC5EAF8F2F9023E99D8CAFCD697282,ios,US,6.06359005,3647
50:21.3,91D5F3879585AB2D41754F1483E2EF30,android,GB,5.335157871,10901
26:16.7,CCF21B99F17CBE7123BE6E7F5F803AFA,ios,US,6.06359005,3647
13:12.3,F2E7D1C2885350A50F66A01D537A015A,ios,US,6.06359005,3647
21:17.2,79A1BF2077C595235C7F245446485C7F,android,US,5.143260002,3581
40:03.1,2536BD3665A5AF1C9EF7E3158DE78B3B,ios,US,6.06359005,5652
58:59.8,EA1066733F5F0A705CD0D638632D8151,android,US,5.592291832,5394
52:09.0,1D4C9589981B1C91B08DAB035709BAA7,android,US,5.316274643,5628
57:19.3,FCB74D0C7F161A902020043E955F222E,ios,GB,6.055348396,3851
04:35.2,984EC863404E88BE18AB2FBA52A31612,ios,GB,5.493534088,3000
39:59.1,2B32F92B3B92E5C3DD54093936002904,ios,US,6.055348396,3849
44:51.5,5FB3074755CB4C118B3B9DAA234EA5C6,ios,US,5.493534088,2973
52:22.2,BAB79714C23B41FE2D2356038FF3C978,android,US,5.578152657,7461
45:45.8,41962C27046E5552FE7477C00CFE18F6,ios,GB,6.06359005,3647
54:05.8,C83D3F0E356470CC24ADA17D8EF6B53F,ios,US,6.055348396,3851
39:36.5,E0A1C580A4D130255172A606F74E4ADD,ios,US,6.06359005,5652
34:10.2,FFD7AA1D17D3A2B959D68A65815599E8,ios,CA,6.06359005,3647
48:01.4,92C9296CD357DF3732F62E7C7CD0B08E,android,US,5.183262348,5366
58:13.1,77BC613A8F3501DD004A7A61960745CB,ios,GB,6.055348396,2838
13:47.1,38708E032FD8431B2C0C8AB21F45382A,ios,US,3.999623775,2008
19:22.4,080408336319967F4813FD70992CC599,android,GB,5.766932487,7419
27:35.0,A719D3E057352FDC608F399163FD5CF5,android,CA,5.143260002,3581
44:47.4,2B3E19F20D8D1E35F674540F60958EEF,ios,US,5.858579636,3786
44:17.6,981660B3D62ABDE1C037744912CA062C,ios,AU,5.493534088,2973
05:29.2,B32A678BFEB596EF8D9B1F39621D7507,ios,GB,6.055348396,3849
17:39.3,3F4C7A92894C8F1400D87FD8A71F1A17,ios,US,11.03357029,7512
21:19.2,C1069B7F88022192D5D584FCD36AF5A5,android,US,5.687812328,3524
45:47.2,E6F01BA2CCD777D15AB2DEBB3696515F,android,US,4.589389801,1730
48:10.9,0863FF4ECD9F0B891B74DF6D14E418FF,android,GB,5.958070755,3570
33:50.5,D8E5C7AF3CFC0C7A70553CB41DACE8C5,ios,US,10.88591766,3873
57:41.5,486EFF544A33B667AFCD807DE995B598,android,US,5.274784565,5619
17:20.8,31284F3351A7A13071D83C38C1DA6D80,ios,CA,6.055348396,3851
30:07.4,A0BB1D2F8705079B16FB33F2D4898F4F,android,US,9.718253136,2703
12:39.2,344A8929FD4520F0D9FA174DC330E601,ios,US,10.22727299,2952
07:17.6,4D910431606C6AB5AD4E03444B1235C2,android,US,7.086558819,1778
19:10.5,FFB812FA2122E5FFA599231917C7714D,ios,US,6.682057381,5668
04:16.7,F0A45751C7CC28805C56A048B7B34295,ios,GB,10.88591766,3873
00:28.9,CC259D8CE6AF37C36F1156A1C26513B9,ios,GB,6.682057381,5668
08:42.9,6A868155AFFD9877635457E14514D2BD,ios,US,6.06359005,3671
09:52.9,6C39D27BAEC8ACFB27ED34EC349BA23E,android,US,5.878011703,5346
00:05.0,7D9215E7CFAA93FA43CEE0B1E6BFE025,ios,CA,6.055348396,2838
38:39.1,E718DDB94ABB4A35B427356CB09E22F4,ios,GB,6.055348396,2838
31:26.9,43ADD836112547A07A6EDBF0451BC468,ios,US,9.696969986,1979
36:42.0,4FDEA168B2254C86C4B1964CCB03CABD,android,US,5.766932487,7461
15:52.0,6CCDC3575919D0650F3DAA1123E27474,ios,CA,5.858579636,3770
31:13.2,E68E0A32CAF24336ED44BBA55602EE5E,android,GB,5.216444016,7271
14:19.6,97633B158A9D10E454D527770419188A,ios,US,5.410487652,3660
02:11.2,4AEC4B6160A69368F08F7078A3AA6813,android,US,5.33137989,7363
19:07.5,DD75C03E5EA78610C016B82606AA376A,ios,CA,6.054062366,2838
06:51.3,FAF48EF54DF9499F08A3CFA1378F9F78,ios,CA,6.055348396,3851
49:13.6,B93EA2417517681BCD02AB58DDA404C7,android,US,5.57824564,7228
15:34.1,072CE72FD3BA932706273EA54779278C,ios,US,6.682057381,5676
35:12.0,18F7687C11B184510EC9E8665B01A764,ios,GB,4.686390877,2964
